WijkenEnBu,BU_CODE,cbs_l1_totalpo,cbs_l2_childre,cbs_l3_student,cbs_l4_mobile_,cbs_l5_not_mob,cbs_l6_elderly,cbs_l10_wester,cbs_l10_nonwes,cbs_l10_mar,cbs_l10_ant,cbs_l10_sur,cbs_l10_tur,ois_totalpop,ois_Children,ois_Students,ois_MobileAdul,ois_NotMobileA,ois_Elderly,ois_l10_sur,ois_l10_ant,ois_l10_mar,ois_l10_tur,ois_l10_wester,ois_l10_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobile_adults,ois_gc1_2018_mobile_adults,ois_gc_2018_not_mobile_adults,ois_gc1_2018_not_mobile_adults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,BuurtID,Buurtcode,Oppervlakt,Stadsdeelc,Wijkcode,ois_gc1_2018_tur
Buurt 9,BU03637803,5975.0,1300.0,790.0,1935.0,1330.0,625.0,590.0,4210.0,1825.0,65.0,290.0,1455.0,5973.0,1657.0,966.0,1400.0,1326.0,624.0,287.0,61.0,1823.0,1450.0,580.0,584.0,1851.0,1935.0,634.0,696.0,780.0,797.0,1557.0,1637.0,1407.0,1478.0,1031.0,1091.0,6480.0,6837.0,177.0,154,03630000000436,F78d,434925.0,F,F78,177.0
Eendrachtspark,BU03637804,305.0,35.0,35.0,125.0,95.0,15.0,60.0,150.0,35.0,5.0,25.0,60.0,308.0,52.0,63.0,83.0,95.0,15.0,25.0,3.0,32.0,59.0,28.0,58.0,60.0,85.0,21.0,42.0,13.0,27.0,88.0,115.0,102.0,135.0,58.0,80.0,329.0,457.0,,155,03630000000437,F78e,140148.0,F,F78,37.0
Osdorper Binnenpolder,BU03637900,30.0,5.0,5.0,5.0,15.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,30.0,3.0,2.0,3.0,12.0,10.0,0.0,0.0,0.0,0.0,9.0,2.0,34.0,124.0,33.0,113.0,3.0,16.0,22.0,94.0,51.0,211.0,24.0,80.0,164.0,622.0,,437,03630000000438,F79a,2100498.0,F,F79,18.0
Buurt 10,BU03637901,2415.0,425.0,265.0,635.0,720.0,380.0,305.0,1140.0,315.0,30.0,180.0,415.0,2419.0,536.0,341.0,444.0,717.0,381.0,179.0,28.0,313.0,414.0,204.0,305.0,513.0,551.0,360.0,400.0,108.0,114.0,427.0,459.0,685.0,731.0,323.0,349.0,2308.0,2490.0,37.0,156,03630000000439,F79b,320951.0,F,F79,93.0
Ookmeer,BU03638000,265.0,45.0,40.0,135.0,40.0,10.0,5.0,260.0,5.0,0.0,0.0,15.0,267.0,56.0,67.0,94.0,40.0,10.0,0.0,0.0,5.0,12.0,241.0,6.0,120.0,459.0,43.0,192.0,23.0,217.0,143.0,433.0,77.0,383.0,96.0,325.0,479.0,1792.0,,157,03630000000440,F80a,725415.0,F,F80,77.0
Osdorper Bovenpolder,BU03638001,790.0,120.0,85.0,175.0,260.0,150.0,110.0,110.0,20.0,5.0,25.0,30.0,793.0,167.0,81.0,134.0,261.0,150.0,23.0,2.0,21.0,27.0,37.0,106.0,180.0,398.0,149.0,528.0,21.0,124.0,144.0,299.0,271.0,471.0,94.0,184.0,838.0,1880.0,9.0,438,03630000000441,F80b,2603017.0,F,F80,15.0
Bedrijvenpark Lutkemeer,BU03638002,65.0,10.0,20.0,10.0,25.0,10.0,0.0,15.0,0.0,0.0,5.0,5.0,69.0,15.0,12.0,8.0,23.0,11.0,5.0,1.0,1.0,2.0,3.0,0.0,16.0,44.0,11.0,17.0,,9.0,8.0,35.0,25.0,49.0,13.0,24.0,73.0,169.0,,163,03630000000442,F80c,2359013.0,F,F80,14.0
Wildeman,BU03638100,4960.0,895.0,565.0,1395.0,1115.0,995.0,545.0,3115.0,1460.0,45.0,350.0,605.0,4960.0,1154.0,659.0,1040.0,1113.0,994.0,346.0,43.0,1458.0,605.0,664.0,542.0,1089.0,1397.0,948.0,1124.0,645.0,767.0,997.0,1258.0,1061.0,1312.0,630.0,794.0,4725.0,5885.0,78.0,164,03630000000443,F81a,330029.0,F,F81,126.0
Meer en Oever,BU03638101,3110.0,445.0,310.0,1020.0,760.0,580.0,615.0,1325.0,495.0,25.0,155.0,330.0,3112.0,555.0,478.0,742.0,760.0,577.0,153.0,26.0,492.0,330.0,324.0,612.0,555.0,625.0,584.0,822.0,207.0,236.0,742.0,848.0,760.0,853.0,478.0,535.0,3119.0,3683.0,70.0,165,03630000000444,F81b,233487.0,F,F81,93.0
Durgerdam,BU03637303,500.0,100.0,55.0,95.0,175.0,85.0,60.0,15.0,0.0,0.0,5.0,0.0,504.0,133.0,24.0,88.0,173.0,86.0,4.0,0.0,0.0,0.0,12.0,57.0,133.0,134.0,86.0,88.0,,,88.0,89.0,174.0,174.0,25.0,25.0,506.0,510.0,,483,03630000000697,N73d,6880434.0,N,N73,
Osdorpplein e.o.,BU03638102,2980.0,510.0,410.0,1015.0,630.0,420.0,385.0,1780.0,855.0,25.0,205.0,325.0,2985.0,682.0,525.0,731.0,629.0,418.0,205.0,24.0,853.0,326.0,374.0,382.0,682.0,818.0,417.0,550.0,340.0,399.0,729.0,904.0,634.0,852.0,530.0,625.0,2992.0,3749.0,56.0,166,03630000000445,F81c,412371.0,F,F81,85.0
Calandlaan/Lelylaan,BU03638103,1240.0,175.0,115.0,315.0,390.0,245.0,190.0,580.0,175.0,15.0,90.0,195.0,1242.0,232.0,149.0,225.0,391.0,245.0,89.0,12.0,174.0,194.0,108.0,188.0,219.0,522.0,219.0,511.0,69.0,120.0,210.0,587.0,363.0,681.0,149.0,549.0,1160.0,2850.0,18.0,167,03630000000446,F81d,275455.0,F,F81,59.0
Osdorp Zuidoost,BU03638104,3995.0,490.0,670.0,1055.0,900.0,890.0,690.0,1335.0,365.0,55.0,270.0,270.0,3999.0,740.0,764.0,704.0,900.0,891.0,267.0,54.0,365.0,267.0,385.0,682.0,748.0,851.0,911.0,957.0,162.0,174.0,716.0,850.0,916.0,1007.0,758.0,826.0,4049.0,4491.0,31.0,168,03630000000447,F81e,519320.0,F,F81,41.0
Osdorp Midden Noord,BU03638200,2850.0,575.0,415.0,735.0,600.0,535.0,185.0,2105.0,1060.0,40.0,200.0,520.0,2861.0,772.0,410.0,544.0,600.0,535.0,197.0,37.0,1060.0,519.0,295.0,182.0,768.0,1023.0,543.0,615.0,418.0,513.0,544.0,796.0,596.0,805.0,400.0,570.0,2851.0,3809.0,39.0,169,03630000000448,F82a,215529.0,F,F82,81.0
Osdorp Midden Zuid,BU03638201,3475.0,895.0,375.0,1190.0,635.0,390.0,450.0,2325.0,1075.0,35.0,215.0,525.0,3478.0,1055.0,451.0,950.0,634.0,388.0,213.0,36.0,1075.0,525.0,473.0,447.0,1036.0,1284.0,382.0,527.0,434.0,544.0,923.0,1222.0,640.0,901.0,428.0,676.0,3409.0,4610.0,35.0,170,03630000000449,F82b,258396.0,F,F82,77.0
Zuidwestkwadrant Osdorp Noord,BU03638202,3195.0,635.0,475.0,1050.0,615.0,425.0,415.0,2160.0,855.0,35.0,240.0,605.0,3195.0,812.0,633.0,709.0,615.0,426.0,239.0,35.0,856.0,603.0,427.0,414.0,853.0,1064.0,448.0,735.0,392.0,499.0,764.0,988.0,624.0,910.0,659.0,831.0,3348.0,4528.0,83.0,171,03630000000450,F82c,240697.0,F,F82,112.0
Zuidwestkwadrant Osdorp Zuid,BU03638203,6230.0,1220.0,880.0,2240.0,1465.0,430.0,945.0,3790.0,1410.0,75.0,540.0,935.0,6231.0,1598.0,1100.0,1642.0,1462.0,429.0,537.0,74.0,1407.0,932.0,841.0,934.0,1612.0,1825.0,435.0,523.0,553.0,618.0,1657.0,1828.0,1478.0,1678.0,1116.0,1302.0,6298.0,7156.0,83.0,137,03630000000451,F82d,402284.0,F,F82,142.0
De Punt,BU03638300,6005.0,1120.0,840.0,2015.0,1240.0,795.0,950.0,3275.0,1090.0,55.0,455.0,880.0,6012.0,1454.0,1166.0,1358.0,1240.0,794.0,453.0,53.0,1087.0,880.0,807.0,944.0,1450.0,1763.0,769.0,877.0,389.0,484.0,1353.0,1601.0,1237.0,1471.0,1168.0,1367.0,5977.0,7079.0,123.0,158,03630000000452,F83a,481639.0,F,F83,145.0
Bedrijvencentrum Osdorp,BU03638301,120.0,0.0,0.0,50.0,70.0,10.0,10.0,75.0,20.0,10.0,30.0,5.0,124.0,0.0,5.0,42.0,68.0,9.0,30.0,8.0,21.0,2.0,11.0,10.0,0.0,185.0,9.0,38.0,13.0,77.0,42.0,195.0,68.0,146.0,5.0,169.0,124.0,733.0,,159,03630000000453,F83b,117988.0,F,F83,52.0
Middelveldsche Akerpolder,BU03638400,3945.0,760.0,400.0,1100.0,1030.0,660.0,465.0,1780.0,775.0,25.0,280.0,365.0,3946.0,932.0,538.0,790.0,1028.0,658.0,281.0,25.0,769.0,366.0,335.0,466.0,880.0,1162.0,630.0,940.0,227.0,294.0,737.0,1014.0,979.0,1357.0,514.0,701.0,3740.0,5174.0,29.0,160,03630000000454,F84a,351960.0,F,F84,79.0
De Aker West,BU03638401,4590.0,725.0,695.0,1050.0,1580.0,545.0,580.0,1965.0,455.0,55.0,445.0,450.0,4592.0,1060.0,640.0,769.0,1577.0,546.0,444.0,54.0,454.0,450.0,567.0,572.0,1078.0,1207.0,554.0,714.0,182.0,236.0,792.0,912.0,1604.0,1834.0,654.0,740.0,4682.0,5407.0,47.0,439,03630000000455,F84b,574253.0,F,F84,65.0
De Aker Oost,BU03638402,5990.0,1070.0,1000.0,1300.0,2045.0,585.0,710.0,2745.0,830.0,35.0,615.0,690.0,5994.0,1618.0,764.0,985.0,2045.0,582.0,612.0,35.0,830.0,687.0,581.0,708.0,1583.0,1827.0,599.0,720.0,323.0,360.0,951.0,1153.0,1987.0,2313.0,747.0,890.0,5867.0,6903.0,60.0,173,03630000000456,F84c,718532.0,F,F84,80.0
Oostoever Sloterplas,BU03638500,2475.0,345.0,285.0,520.0,800.0,535.0,425.0,710.0,150.0,10.0,200.0,170.0,2478.0,495.0,258.0,394.0,798.0,533.0,197.0,12.0,150.0,168.0,183.0,421.0,483.0,579.0,505.0,551.0,64.0,120.0,382.0,460.0,774.0,871.0,239.0,322.0,2383.0,2783.0,11.0,174,03630000000458,F85a,647634.0,F,F85,42.0
Emanuel van Meterenbuurt,BU03638501,2230.0,430.0,245.0,625.0,525.0,415.0,455.0,725.0,285.0,5.0,70.0,175.0,2234.0,531.0,299.0,466.0,523.0,415.0,70.0,4.0,283.0,173.0,196.0,452.0,522.0,628.0,424.0,471.0,126.0,165.0,463.0,538.0,532.0,616.0,289.0,348.0,2230.0,2601.0,26.0,175,03630000000459,F85b,584752.0,F,F85,62.0
Jacob Geelbuurt,BU03638502,3350.0,720.0,500.0,1135.0,705.0,295.0,425.0,2265.0,1035.0,30.0,200.0,555.0,3351.0,945.0,562.0,847.0,702.0,295.0,198.0,30.0,1033.0,556.0,448.0,421.0,954.0,1098.0,286.0,384.0,451.0,493.0,850.0,992.0,693.0,925.0,572.0,652.0,3355.0,4051.0,42.0,176,03630000000460,F85c,321333.0,F,F85,82.0
Overtoomse Veld Noord,BU03638600,6005.0,1220.0,930.0,2150.0,1245.0,465.0,605.0,4170.0,2385.0,40.0,255.0,910.0,6011.0,1619.0,1195.0,1486.0,1246.0,465.0,254.0,39.0,2378.0,907.0,595.0,598.0,1587.0,1716.0,436.0,542.0,1030.0,1076.0,1448.0,1834.0,1219.0,1355.0,1159.0,1854.0,5849.0,7301.0,175.0,177,03630000000465,F86a,344675.0,F,F86,176.0
Overtoomse Veld Zuid,BU03638601,4295.0,645.0,590.0,2120.0,635.0,310.0,655.0,2105.0,1000.0,60.0,265.0,275.0,4295.0,843.0,1412.0,1097.0,633.0,310.0,262.0,59.0,998.0,273.0,514.0,647.0,883.0,997.0,350.0,369.0,457.0,494.0,1106.0,1208.0,641.0,735.0,1415.0,1503.0,4395.0,4812.0,32.0,178,03630000000466,F86b,306482.0,F,F86,92.0
Rembrandtpark Noord,BU03638602,960.0,55.0,320.0,430.0,80.0,80.0,350.0,125.0,20.0,10.0,15.0,5.0,960.0,176.0,354.0,272.0,79.0,79.0,14.0,7.0,17.0,4.0,88.0,340.0,203.0,405.0,91.0,192.0,9.0,59.0,352.0,837.0,115.0,355.0,434.0,673.0,1195.0,2462.0,4.0,179,03630000000467,F86c,304314.0,F,F86,7.0
Rembrandtpark Zuid,BU03638603,840.0,70.0,95.0,490.0,105.0,85.0,245.0,145.0,5.0,10.0,20.0,10.0,842.0,79.0,229.0,347.0,102.0,85.0,18.0,8.0,6.0,10.0,105.0,239.0,79.0,360.0,85.0,181.0,6.0,162.0,347.0,562.0,102.0,332.0,229.0,432.0,842.0,1867.0,17.0,180,03630000000468,F86d,316634.0,F,F86,28.0
Johan Jongkindbuurt,BU03638604,695.0,145.0,135.0,170.0,180.0,75.0,35.0,565.0,260.0,5.0,35.0,175.0,697.0,215.0,103.0,128.0,179.0,72.0,35.0,5.0,258.0,176.0,90.0,35.0,181.0,355.0,54.0,83.0,91.0,123.0,132.0,280.0,181.0,241.0,106.0,724.0,654.0,1683.0,2.0,181,03630000000469,F86e,86893.0,F,F86,24.0
Lucas/Andreasziekenhuis e.o.,BU03638605,1115.0,10.0,600.0,490.0,15.0,0.0,485.0,385.0,25.0,10.0,20.0,20.0,1118.0,195.0,736.0,172.0,15.0,0.0,18.0,7.0,26.0,20.0,338.0,459.0,220.0,515.0,7.0,60.0,19.0,183.0,191.0,501.0,32.0,242.0,735.0,940.0,1185.0,2258.0,,182,03630000000470,F86f,184946.0,F,F86,19.0
Koningin Wilhelminaplein,BU03638700,2645.0,245.0,300.0,1530.0,405.0,175.0,905.0,740.0,55.0,30.0,40.0,75.0,2646.0,278.0,812.0,980.0,402.0,174.0,40.0,27.0,53.0,71.0,552.0,899.0,278.0,320.0,174.0,180.0,21.0,21.0,980.0,1035.0,402.0,460.0,812.0,825.0,2646.0,2820.0,7.0,183,03630000000471,F87a,263626.0,F,F87,24.0
Andreasterrein,BU03638701,1270.0,290.0,120.0,455.0,290.0,125.0,290.0,445.0,185.0,10.0,50.0,85.0,1272.0,348.0,142.0,367.0,289.0,126.0,50.0,10.0,182.0,82.0,118.0,291.0,348.0,348.0,126.0,126.0,75.0,75.0,367.0,367.0,289.0,289.0,142.0,142.0,1272.0,1272.0,13.0,184,03630000000472,F87b,177434.0,F,F87,26.0
Delflandpleinbuurt Oost,BU03638702,1555.0,225.0,245.0,595.0,365.0,135.0,260.0,740.0,255.0,30.0,120.0,120.0,1557.0,287.0,396.0,377.0,364.0,133.0,118.0,29.0,255.0,121.0,219.0,256.0,287.0,443.0,133.0,219.0,110.0,113.0,377.0,775.0,364.0,550.0,396.0,644.0,1557.0,2631.0,9.0,185,03630000000473,F87c,181591.0,F,F87,41.0
Delflandpleinbuurt West,BU03638703,3430.0,500.0,600.0,1480.0,550.0,315.0,730.0,1470.0,510.0,45.0,170.0,290.0,3435.0,606.0,1054.0,915.0,547.0,313.0,170.0,46.0,508.0,288.0,469.0,714.0,606.0,651.0,313.0,364.0,213.0,242.0,915.0,1007.0,547.0,700.0,1054.0,1094.0,3435.0,3816.0,44.0,195,03630000000474,F87d,340490.0,F,F87,46.0
Riekerhaven,BU03638704,575.0,10.0,310.0,265.0,0.0,0.0,40.0,355.0,15.0,5.0,20.0,5.0,579.0,23.0,548.0,8.0,0.0,0.0,18.0,3.0,15.0,2.0,316.0,38.0,23.0,23.0,0.0,0.0,2.0,2.0,8.0,8.0,0.0,1.0,548.0,548.0,579.0,580.0,,444,03630000000475,F87e,416478.0,F,F87,
Schipluidenbuurt,BU03638705,1090.0,20.0,505.0,550.0,15.0,5.0,430.0,275.0,20.0,25.0,30.0,30.0,1092.0,97.0,806.0,172.0,12.0,5.0,27.0,22.0,19.0,27.0,199.0,410.0,97.0,139.0,5.0,14.0,3.0,8.0,172.0,223.0,12.0,67.0,806.0,896.0,1092.0,1339.0,,196,03630000000476,F87f,116487.0,F,F87,11.0
Riekerpolder,BU03638800,80.0,15.0,5.0,55.0,15.0,0.0,40.0,40.0,0.0,0.0,5.0,0.0,81.0,14.0,27.0,28.0,12.0,0.0,2.0,0.0,0.0,1.0,36.0,37.0,14.0,71.0,0.0,22.0,,2.0,28.0,62.0,12.0,94.0,27.0,104.0,81.0,353.0,,440,03630000000477,F88a,645655.0,F,F88,1.0
Park Haagseweg,BU03638801,960.0,130.0,105.0,195.0,350.0,185.0,190.0,170.0,20.0,10.0,40.0,20.0,962.0,178.0,99.0,151.0,350.0,184.0,38.0,8.0,17.0,19.0,87.0,187.0,174.0,206.0,183.0,194.0,5.0,24.0,149.0,223.0,343.0,383.0,96.0,122.0,945.0,1128.0,1.0,193,03630000000478,F88b,121314.0,F,F88,4.0
Nieuwe Meer,BU03638802,165.0,20.0,20.0,35.0,80.0,10.0,35.0,10.0,0.0,5.0,0.0,0.0,165.0,35.0,12.0,29.0,80.0,9.0,1.0,3.0,0.0,0.0,7.0,33.0,32.0,36.0,9.0,9.0,,,27.0,31.0,72.0,82.0,12.0,12.0,152.0,170.0,,194,03630000000479,F88c,2273685.0,F,F88,
Sloterweg e.o.,BU03638803,255.0,45.0,35.0,50.0,80.0,55.0,40.0,55.0,0.0,0.0,15.0,5.0,255.0,53.0,37.0,34.0,77.0,54.0,15.0,0.0,0.0,6.0,32.0,41.0,55.0,158.0,55.0,82.0,,3.0,36.0,102.0,79.0,219.0,40.0,72.0,265.0,633.0,,441,03630000000480,F88d,862496.0,F,F88,1.0
Nieuw Sloten Noordwest,BU03638804,3125.0,500.0,410.0,750.0,1045.0,430.0,455.0,1190.0,435.0,35.0,250.0,180.0,3126.0,697.0,407.0,551.0,1043.0,428.0,250.0,32.0,433.0,180.0,296.0,451.0,691.0,867.0,427.0,564.0,170.0,199.0,540.0,746.0,1027.0,1300.0,400.0,498.0,3085.0,3975.0,19.0,198,03630000000481,F88e,373500.0,F,F88,33.0
Nieuw Sloten Noordoost,BU03638805,3155.0,425.0,350.0,795.0,975.0,620.0,445.0,970.0,245.0,35.0,180.0,205.0,3157.0,560.0,477.0,528.0,972.0,620.0,179.0,35.0,243.0,204.0,307.0,444.0,593.0,684.0,648.0,716.0,95.0,105.0,574.0,718.0,1036.0,1198.0,492.0,573.0,3343.0,3889.0,24.0,199,03630000000482,F88f,480263.0,F,F88,60.0
Belgiëplein e.o.,BU03638806,1075.0,90.0,85.0,295.0,305.0,310.0,250.0,355.0,60.0,10.0,70.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nieuw Sloten Zuidwest,BU03638807,2325.0,350.0,370.0,470.0,945.0,200.0,390.0,575.0,75.0,20.0,185.0,95.0,2329.0,528.0,292.0,366.0,944.0,199.0,182.0,17.0,75.0,93.0,207.0,385.0,490.0,641.0,179.0,266.0,27.0,50.0,340.0,454.0,879.0,1086.0,272.0,353.0,2160.0,2800.0,11.0,201,03630000000483,F88h,231664.0,F,F88,18.0
Nieuw Sloten Zuidoost,BU03638808,2120.0,370.0,285.0,670.0,585.0,220.0,400.0,660.0,195.0,20.0,135.0,120.0,2124.0,503.0,326.0,492.0,584.0,219.0,134.0,20.0,196.0,121.0,189.0,396.0,513.0,619.0,229.0,299.0,51.0,67.0,505.0,633.0,609.0,770.0,337.0,445.0,2193.0,2766.0,17.0,202,03630000000484,F88i,256158.0,F,F88,37.0
Holysloot,BU03637306,280.0,45.0,30.0,45.0,105.0,60.0,20.0,10.0,0.0,0.0,0.0,0.0,283.0,61.0,22.0,36.0,106.0,58.0,0.0,0.0,0.0,0.0,10.0,21.0,62.0,85.0,57.0,69.0,,,38.0,45.0,102.0,130.0,21.0,31.0,280.0,360.0,,485,03630000000700,N73g,19900165.0,N,N73,
Dorp Sloten,BU03638809,685.0,90.0,85.0,115.0,280.0,130.0,80.0,40.0,0.0,5.0,10.0,5.0,698.0,140.0,78.0,73.0,279.0,128.0,8.0,7.0,0.0,4.0,19.0,87.0,169.0,301.0,115.0,163.0,4.0,20.0,97.0,171.0,307.0,514.0,89.0,137.0,777.0,1286.0,,203,03630023753973,F88j,612247.0,F,F88,10.0
Zwarte Gouw,BU03637304,25.0,5.0,10.0,5.0,10.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,25.0,2.0,10.0,3.0,8.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,5.0,,,3.0,3.0,8.0,9.0,10.0,10.0,25.0,29.0,,354,03630000000698,N73e,1598415.0,N,N73,
Louis Chrispijnbuurt,BU03638900,3255.0,510.0,490.0,920.0,690.0,655.0,525.0,1565.0,635.0,30.0,250.0,285.0,3258.0,703.0,615.0,599.0,688.0,653.0,247.0,29.0,631.0,286.0,375.0,520.0,703.0,786.0,653.0,751.0,269.0,291.0,599.0,797.0,688.0,774.0,615.0,727.0,3258.0,3835.0,58.0,204,03630023753974,F89a,373516.0,F,F89,58.0
Jacques Veltmanbuurt,BU03638901,3560.0,560.0,605.0,1320.0,630.0,450.0,720.0,1665.0,660.0,40.0,165.0,270.0,3562.0,728.0,859.0,897.0,629.0,449.0,164.0,38.0,660.0,270.0,545.0,704.0,727.0,742.0,436.0,498.0,275.0,277.0,896.0,937.0,619.0,660.0,859.0,905.0,3537.0,3742.0,25.0,205,03630023753975,F89b,308570.0,F,F89,58.0
Staalmanbuurt,BU03638902,2990.0,570.0,490.0,1005.0,590.0,340.0,370.0,1805.0,885.0,35.0,220.0,270.0,2994.0,771.0,598.0,695.0,590.0,340.0,220.0,35.0,881.0,272.0,394.0,369.0,751.0,793.0,350.0,377.0,357.0,372.0,689.0,749.0,577.0,626.0,587.0,738.0,2954.0,3283.0,36.0,206,03630023753977,F89c,321153.0,F,F89,46.0
Medisch Centrum Slotervaart,BU03638903,830.0,45.0,400.0,280.0,55.0,60.0,165.0,310.0,85.0,20.0,50.0,20.0,834.0,92.0,514.0,117.0,52.0,59.0,47.0,17.0,82.0,19.0,148.0,161.0,113.0,121.0,62.0,111.0,46.0,47.0,124.0,138.0,75.0,109.0,525.0,530.0,899.0,1009.0,4.0,186,03630023753976,F89d,302042.0,F,F89,20.0
Gelderlandpleinbuurt,BU03639000,4565.0,480.0,455.0,1645.0,850.0,1140.0,1340.0,1115.0,105.0,35.0,180.0,85.0,4566.0,614.0,865.0,1100.0,850.0,1137.0,178.0,34.0,101.0,83.0,728.0,1324.0,625.0,626.0,1145.0,1158.0,52.0,52.0,1121.0,1129.0,858.0,860.0,863.0,872.0,4612.0,4645.0,10.0,241,03630000000845,K90a,464174.0,K,K90,18.0
Buitenveldert Midden Zuid,BU03639002,3775.0,555.0,455.0,1485.0,760.0,530.0,1020.0,1135.0,95.0,40.0,135.0,70.0,3780.0,708.0,766.0,1019.0,758.0,529.0,136.0,42.0,95.0,69.0,797.0,1012.0,698.0,864.0,518.0,757.0,32.0,35.0,986.0,1174.0,744.0,907.0,760.0,881.0,3706.0,4583.0,8.0,242,03630000000847,K90c,543526.0,K,K90,8.0
Buitenveldert Zuidwest,BU03639003,4075.0,555.0,340.0,1095.0,935.0,1155.0,1010.0,875.0,40.0,55.0,170.0,55.0,4077.0,710.0,459.0,820.0,936.0,1152.0,166.0,53.0,40.0,56.0,567.0,1001.0,710.0,755.0,1152.0,1233.0,19.0,22.0,820.0,931.0,936.0,1002.0,459.0,541.0,4077.0,4462.0,8.0,243,03630000000848,K90d,749536.0,K,K90,8.0
Amsterdamse Bos,BU03639004,65.0,5.0,10.0,10.0,30.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,67.0,7.0,9.0,8.0,28.0,15.0,1.0,0.0,0.0,0.0,4.0,14.0,8.0,27.0,34.0,61.0,,1.0,17.0,43.0,39.0,82.0,10.0,20.0,108.0,233.0,,78,03630000000849,K90e,1317032.0,K,K90,1.0
Buitenveldert West Midden,BU03639008,1015.0,130.0,110.0,210.0,250.0,325.0,310.0,145.0,10.0,5.0,20.0,5.0,1018.0,188.0,103.0,152.0,250.0,325.0,17.0,6.0,8.0,6.0,109.0,307.0,188.0,231.0,304.0,406.0,5.0,9.0,151.0,240.0,243.0,325.0,111.0,175.0,997.0,1377.0,,249,03630023753999,K90i,270261.0,K,K90,1.0
Zuiderhof,BU03639009,20.0,0.0,5.0,15.0,5.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,23.0,0.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0,13.0,0.0,16.0,,,9.0,35.0,5.0,34.0,9.0,31.0,23.0,129.0,1.0,250,03630023753952,K90j,207794.0,K,K90,1.0
De Klenckebuurt,BU03639100,780.0,75.0,30.0,250.0,145.0,285.0,215.0,165.0,15.0,10.0,30.0,10.0,782.0,87.0,82.0,186.0,142.0,285.0,30.0,8.0,12.0,11.0,106.0,209.0,89.0,182.0,289.0,366.0,1.0,4.0,189.0,277.0,142.0,212.0,83.0,624.0,792.0,1661.0,,251,03630000000853,K91a,139039.0,K,K91,9.0
Buitenveldert Oost Midden,BU03639101,3240.0,380.0,255.0,1005.0,670.0,940.0,690.0,1040.0,95.0,40.0,170.0,100.0,3245.0,479.0,455.0,701.0,670.0,940.0,168.0,40.0,94.0,101.0,641.0,684.0,465.0,609.0,915.0,1230.0,41.0,44.0,670.0,901.0,662.0,861.0,449.0,544.0,3161.0,4145.0,15.0,252,03630000000854,K91b,298608.0,K,K91,15.0
Buitenveldert Zuidoost,BU03639102,3880.0,440.0,425.0,1260.0,775.0,985.0,1130.0,1010.0,75.0,40.0,85.0,55.0,3882.0,579.0,744.0,802.0,775.0,982.0,85.0,38.0,76.0,53.0,789.0,1094.0,589.0,636.0,993.0,1095.0,35.0,37.0,835.0,908.0,789.0,836.0,750.0,781.0,3956.0,4256.0,11.0,253,03630000000855,K91c,643454.0,K,K91,13.0
Amstelpark,BU03639103,10.0,0.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,12.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,37.0,3.0,85.0,,1.0,1.0,42.0,1.0,56.0,2.0,37.0,7.0,257.0,,104,03630000000856,K91d,619799.0,K,K91,2.0
Hoofdcentrum Zuidoost,BU03639200,20.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,20.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,1.0,12.0,0.0,1.0,,,8.0,17.0,0.0,12.0,11.0,21.0,20.0,63.0,1.0,362,03630000000485,T92a,342131.0,T,T92,3.0
Amstel III deel A/B Noord,BU03639201,50.0,5.0,5.0,35.0,10.0,0.0,35.0,15.0,0.0,0.0,0.0,5.0,51.0,2.0,20.0,21.0,8.0,0.0,0.0,0.0,0.0,6.0,6.0,32.0,2.0,2.0,0.0,0.0,,,21.0,23.0,8.0,9.0,20.0,20.0,51.0,54.0,,363,03630000000486,T92b,799554.0,T,T92,
Amstel III deel C/D Noord,BU03639202,20.0,0.0,5.0,15.0,5.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,24.0,0.0,10.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,,,10.0,10.0,3.0,3.0,10.0,10.0,24.0,24.0,,487,03630000000487,T92c,989683.0,T,T92,
