index,Buurtcode,ois_totalpop,ois_children,ois_students,ois_mobadults,ois_nmobadults,ois_elderly,ois_sur,ois_ant,ois_mar,ois_tur,ois_wester,ois_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobadults,ois_gc1_2018_mobadults,ois_gc_2018_nmobadults,ois_gc1_2018_nmobadults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_sur,ois_gc1_2018_sur,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,ois_gc1_2018_tur,Buurtnaam,Wijkcode,Stadsdeelc,Oppervlakt,BuurtID,sdnaam,gebiedcode,gebiednaam,totalpop,Children,Students,MobileAdul,NotMobileA,Elderly,l10_sur,l10_ant,l10_tur,l10_mar,l10_wester,l10_nonwes,autoch,ois_gc2_l1_totalpop,ois_gc2_l2_children,ois_gc2_l3_students,ois_gc2_l4_mobile_adults,ois_gc2_l5_not_mobile_adults,ois_gc2_l6_elderly,ois_gc2_tur,ois_gc2_mar,ois_gc2_ant,ois_gc2_sur
126,E42a,3085,514,762,958,639,212,168,31,350,346,339,523,447,908,205,443,193,356,831,1845,585,1253,673,1380,104,208,2741,5829,171,126,273,Balboaplein e.o.,E42,E,120107,3.63E+12,E West,E42a Balboaplein e.o.,Balboaplein e.o.,3085,514,762,958,639,212,168,31,346,350,339,523,1328,3166.714456,509.17816,784.8021915,970.2960565,672.945136,229.492912,184.9381875,203.4474793,20.74100484,113.1893282
127,E42b,3471,591,702,1020,820,338,189,38,515,282,452,532,696,872,377,464,302,369,1240,1587,959,1188,814,1071,144,175,4086,5182,180,127,223,Columbusplein e.o.,E42,E,155109,3.63E+12,E West,E42b Columbusplein e.o.,Columbusplein e.o.,3471,591,702,1020,820,338,189,38,282,515,452,532,1463,3428.368247,586.2711364,683.7461328,1040.417714,799.8969822,318.0362811,146.3009533,261.9585028,21.08546207,124.3093761
128,E42c,1948,290,364,711,424,159,77,22,169,81,183,427,328,446,173,243,94,162,770,1049,459,649,408,577,71,93,2138,2964,66,128,102,Orteliusbuurt Midden,E42,E,60901,3.63E+12,E West,E42c Orteliusbuurt Midden,Orteliusbuurt Midden,1948,290,364,711,424,159,77,22,81,169,183,427,989,1765.232604,274.5892653,324.0028128,634.1159657,386.7341774,145.7903827,49.59037993,85.45538812,6.452317865,59.65847963
129,E42d,1863,242,417,583,370,251,89,23,106,92,168,428,152,449,206,376,26,157,368,1071,231,699,290,741,36,111,1247,3336,33,129,124,Orteliusbuurt Zuid,E42,E,83600,3.63E+12,E West,E42d Orteliusbuurt Zuid,Orteliusbuurt Zuid,1863,242,417,583,370,251,89,23,92,106,168,428,957,1731.688511,228.6221235,413.9152235,534.4451384,346.4201146,208.2859113,62.75399802,61.21714167,9.042100649,53.40416688
130,E43a,3907,652,957,1280,734,284,104,42,190,123,363,917,672,883,308,418,108,151,1274,1806,766,1152,953,1248,65,93,3973,5507,72,130,93,Paramariboplein e.o.,E43,E,171283,3.63E+12,E West,E43a Paramariboplein e.o.,Paramariboplein e.o.,3907,652,957,1280,734,284,104,42,123,190,363,917,2168,3718.845006,620.5810903,879.7103963,1212.489629,722.6555097,283.4083807,65.88812958,96.28949847,14.86099796,58.39865111
131,E43b,3017,443,711,935,619,309,107,26,84,89,247,613,418,698,285,526,39,89,881,1318,591,893,684,1028,64,106,2859,4463,45,131,70,Postjeskade e.o.,E43,E,175518,3.63E+12,E West,E43b Postjeskade e.o.,Postjeskade e.o.,3017,443,711,935,619,309,107,26,89,84,247,613,1851,3222.189912,478.8879712,761.1299393,975.5588372,658.1938055,348.4193587,50.421092,50.78956231,22.75414122,74.21640142
132,E75a,2240,441,510,525,566,198,75,23,213,111,196,415,358,817,165,370,77,211,425,1102,471,993,416,978,29,95,1835,4260,41,132,131,Kortenaerkwartier,E75,E,99512,3.63E+12,E West,E75a Kortenaerkwartier,Kortenaerkwartier,2240,441,510,525,566,198,75,23,111,213,196,415,1207,2072.537379,401.4376406,474.0562007,496.8434956,515.7561299,184.4439123,50.43356062,94.94534499,13.39413436,38.3779394
133,E75b,1096,179,258,346,233,80,20,17,100,28,102,219,261,377,87,132,54,84,460,589,311,416,373,423,29,40,1492,1937,23,133,56,Filips van Almondekwartier,E75,E,45062,3.63E+12,E West,E75b Filips van Almondekwartier,Filips van Almondekwartier,1096,179,258,346,233,80,20,17,28,100,102,219,610,1148.32764,208.5949332,284.3278923,345.9627028,238.512266,70.929846,23.07788173,44.39252952,9.678923318,22.24898826
134,E75c,1832,377,370,519,416,150,95,23,278,178,226,318,279,704,99,335,82,264,418,950,297,829,308,654,50,118,1401,3472,69,134,209,De Wester Quartier,E75,E,77480,3.63002E+12,E West,E75c De Wester Quartier,De Wester Quartier,1832,377,370,519,416,150,95,23,178,278,226,318,714,1781.132093,362.9815898,364.0949282,506.0062036,399.977669,148.0717019,103.7409881,121.1778775,10.98777721,61.10044611
135,E75d,1039,242,167,282,247,101,53,7,220,130,96,122,341,503,150,241,150,184,374,648,355,566,235,413,54,70,1455,2371,121,135,146,Van Brakelkwartier,E75,E,53599,3.63002E+12,E West,E75d Van Brakelkwartier,Van Brakelkwartier,1039,242,167,282,247,101,53,7,130,220,96,122,411,1158.169118,263.8031239,186.0006484,308.9265404,280.6024953,118.8363105,82.64991148,106.9423111,5.33420587,39.28070059
136,F11c,,,,,,,,,,,,,0,0,0,0,,,0,0,0,0,0,0,,,0,0,,136,,Sloterdijk III Oost,F11,F,795156,3.63E+12,F Nieuw-West,F11c Sloterdijk III Oost,Sloterdijk III Oost,,,,,,,,,,,,,,,,,,,,,,,
137,F82d,6231,1598,1100,1642,1462,429,537,74,1407,932,841,934,1612,1825,435,523,553,618,1657,1828,1478,1678,1116,1302,323,362,6298,7156,450,137,488,Zuidwestkwadrant Osdorp Zuid,F82,F,402284,3.63E+12,F Nieuw-West,F82d Zuidwestkwadrant Osdorp Zuid,Zuidwestkwadrant Osdorp Zuid,6231,1598,1100,1642,1462,429,537,74,932,1407,841,934,1506,6312.50882,1619.971589,1131.353899,1652.207019,1475.174129,433.8021828,445.7568655,552.5009483,44.86126367,320.0539477
138,M29c,2026,403,317,546,467,293,161,22,138,67,210,338,445,880,322,652,79,260,622,1275,527,1159,390,884,112,261,2306,4850,40,138,146,Oostpoort,M29,M,228667,3.63E+12,M Oost,M29c Oostpoort,Oostpoort,2026,403,317,546,467,293,161,22,67,138,210,338,1090,2379.747646,462.4571671,390.6391439,637.0307754,543.1482665,346.4722931,50.21934113,96.83125954,14.73502976,121.8892428
139,F11e,23,1,2,4,11,5,1,0,0,0,0,5,1,1,5,5,,,4,4,11,11,2,2,,,23,23,,139,,De Heining,F11,F,1125572,3.63E+12,F Nieuw-West,F11e De Heining,De Heining,23,1,2,4,11,5,1,0,0,0,0,5,17,22.89127903,1,2,4,10.96375968,4.927519356,,,,
140,F11f,732,35,579,105,13,0,17,9,13,19,189,331,35,57,0,3,4,9,105,145,13,35,579,624,7,8,732,864,13,140,20,Teleport,F11,F,864469,3.63E+12,F Nieuw-West,F11f Teleport,Teleport,732,35,579,105,13,0,17,9,19,13,189,331,154,737.0478964,35.37802495,579.4351164,107.13847,14.64408994,0.452195194,13.03689232,4.091871071,6,7.005270331
141,F11h,2,0,0,2,0,0,0,0,0,0,0,0,0,9,0,5,,11,2,22,0,23,0,26,,12,2,85,,141,4,Bretten Oost,F11,F,842480,3.63002E+12,F Nieuw-West,F11h Bretten Oost,Bretten Oost,2,0,0,2,0,0,0,0,0,0,0,0,2,4.10611512,4.60E-07,0.986030004,2.217307042,0.849524268,0.053253347,0.053253295,0.106506744,0.026626597,0.239639523
142,F11j,,,,,,,,,,,,,0,0,0,2,,,0,1,0,3,0,0,,,0,6,,142,,Bretten West,F11,F,1494697,3.63002E+12,F Nieuw-West,F11j Bretten West,Bretten West,,,,,,,,,,,,,,1.468473367,0,0,0.338572334,0.791742438,0.338158595,,,,
143,F76a,6162,1624,879,1559,1430,670,321,55,1451,1069,776,831,1570,2034,643,783,614,901,1503,2024,1375,1796,860,1237,190,272,5951,7874,525,143,735,Buurt 3,F76,F,700013,3.63E+12,F Nieuw-West,F76a Buurt 3,Buurt 3,6162,1624,879,1559,1430,670,321,55,1069,1451,776,831,1659,6210.419512,1631.963345,907.5782693,1576.774874,1433.798166,660.3048566,557.4748097,656.5557477,35.42574285,202.1539914
144,F76b,3193,829,534,818,739,273,203,32,1041,587,421,365,852,1196,286,517,511,701,840,1223,758,1129,526,827,144,211,3262,4892,322,144,485,Buurt 2,F76,F,315059,3.63E+12,F Nieuw-West,F76b Buurt 2,Buurt 2,3193,829,534,818,739,273,203,32,587,1041,421,365,544,3217.139066,837.3535118,532.9820818,820.4088803,742.4848107,283.9097815,315.1618311,496.3828206,20.0644481,141.296218
145,F77a,3372,653,695,812,740,472,165,41,986,420,437,414,679,1037,540,652,488,639,851,1209,768,1124,730,1202,116,165,3568,5224,237,145,329,Slotermeer Zuid,F77,F,434299,3.63E+12,F Nieuw-West,F77a Slotermeer Zuid,Slotermeer Zuid,3372,653,695,812,740,472,165,41,420,986,437,414,909,3519.615851,677.0826874,743.9753418,833.160807,764.863005,500.5340101,228.3401706,480.4158794,23.54140053,108.6716625
146,F77b,3208,702,598,761,788,359,167,35,439,296,378,511,660,865,374,467,178,267,722,974,783,962,587,903,100,132,3126,4171,134,146,178,Noordoever Sloterplas,F77,F,402120,3.63E+12,F Nieuw-West,F77b Noordoever Sloterplas,Noordoever Sloterplas,3208,702,598,761,788,359,167,35,296,439,378,511,1382,3145.919872,662.4107804,626.211396,740.0276549,761.236422,356.033619,136.3622973,174.3210654,13.6515987,98.45509384
147,F77c,3650,869,619,871,818,473,197,35,721,636,470,634,904,1138,432,555,360,515,897,1097,828,1040,647,780,133,156,3708,4610,326,147,434,Buurt 4 Oost,F77,F,359201,3.63E+12,F Nieuw-West,F77c Buurt 4 Oost,Buurt 4 Oost,3650,869,619,871,818,473,197,35,636,721,470,634,957,3702.654698,905.5503967,636.1271749,886.527532,825.4948058,448.9547886,324.4550615,367.6851657,15.86353864,130.9065919
148,M32a,5981,1106,1040,1510,1471,854,545,71,1135,570,789,781,1141,1342,865,1018,617,709,1506,1919,1481,1809,1034,1434,422,493,6027,7522,315,148,391,Noordoostkwadrant Indische buurt,M32,M,267055,3.63E+12,M Oost,M32a Noordoostkwadrant Indische Buurt,Noordoostkwadrant Indische Buurt,5981,1106,1040,1510,1471,854,545,71,570,1135,789,781,2090,5943.65534,1116.410523,1039.832981,1504.794948,1445.562724,837.0541653,306.2217824,592.0548224,45.19007781,407.9612284
149,M33b,2496,482,399,646,728,241,180,18,150,92,264,477,480,768,242,388,68,122,654,1003,719,1286,375,604,83,193,2470,4049,49,149,81,Rietlanden,M33,M,344065,3.63E+12,M Oost,M33b Rietlanden,Rietlanden,2496,482,399,646,728,241,180,18,92,150,264,477,1315,2445.798012,482.5997074,347.9856292,644.2495541,736.0393439,234.9237769,52.28745304,73.48424242,8.09247412,92.7441973
150,F77f,3928,1130,682,883,811,422,171,24,1265,779,430,355,1100,1343,413,517,515,655,869,1013,791,1003,675,795,116,147,3848,4671,380,150,446,Buurt 5 Zuid,F77,F,320554,3.63E+12,F Nieuw-West,F77f Buurt 5 Zuid,Buurt 5 Zuid,3928,1130,682,883,811,422,171,24,779,1265,430,355,904,3847.08166,1107.113621,648.8973917,860.0465184,804.6693153,426.3548135,381.3996733,515.5237688,18.34596349,118.1819929
151,F78a,3066,890,517,646,690,323,167,28,904,616,385,276,851,1409,313,425,328,524,624,1114,663,1001,489,910,106,159,2940,4859,302,151,526,Buurt 6,F78,F,271044,3.63E+12,F Nieuw-West,F78a Buurt 6,Buurt 6,3066,890,517,646,690,323,167,28,616,904,385,276,690,2936.735485,836.4244706,504.7002227,634.1307253,653.6197647,307.8603018,302.3150749,322.9285029,19.76516792,103.8708297
152,F78b,2808,877,404,635,540,352,102,11,674,728,180,331,868,1182,351,510,284,419,612,882,559,762,427,640,62,104,2817,3976,285,152,398,Buurt 7,F78,F,297811,3.63E+12,F Nieuw-West,F78b Buurt 7,Buurt 7,2808,877,404,635,540,352,102,11,728,674,180,331,782,2749.262703,858.8308541,406.0756914,604.3738088,538.5150417,341.4673069,278.8277305,279.6095868,12.44810595,62.11294989
153,F78c,4102,1134,772,1100,754,342,257,41,922,1056,515,586,971,1544,338,419,345,547,968,1414,687,1002,707,987,142,197,3671,5366,393,153,557,Buurt 8,F78,F,268501,3.63E+12,F Nieuw-West,F78c Buurt 8,Buurt 8,4102,1134,772,1100,754,342,257,41,1056,922,515,586,725,3970.464017,1091.871958,752.6848357,1055.485671,740.3204758,330.1010764,424.6501484,384.1012823,25.48778101,151.5968632
154,F78d,5973,1657,966,1400,1326,624,287,61,1823,1450,580,584,1851,1935,634,696,780,797,1557,1637,1407,1478,1031,1091,201,207,6480,6837,739,154,765,Buurt 9,F78,F,434925,3.63E+12,F Nieuw-West,F78d Buurt 9,Buurt 9,5973,1657,966,1400,1326,624,287,61,1450,1823,580,584,1188,6228.639325,1753.239614,990.4767492,1472.923231,1368.172365,643.8273658,717.2295887,744.7566811,40.46484407,192.6734209
155,F78e,308,52,63,83,95,15,25,3,32,59,28,58,60,85,21,42,13,27,88,115,102,135,58,80,18,23,329,457,21,155,23,Eendrachtspark,F78,F,140148,3.63E+12,F Nieuw-West,F78e Eendrachtspark,Eendrachtspark,308,52,63,83,95,15,25,3,59,32,28,58,103,357.6914825,65.8478399,64.16362707,93.56570708,107.2913396,26.82296889,21.43242026,18.10045454,0.973373403,19.16099344
156,F79b,2419,536,341,444,717,381,179,28,313,414,204,305,513,551,360,400,108,114,427,459,685,731,323,349,90,101,2308,2490,171,156,178,Buurt 10,F79,F,320951,3.63E+12,F Nieuw-West,F79b Buurt 10,Buurt 10,2419,536,341,444,717,381,179,28,414,313,204,305,976,2326.132522,517.30983,324.454459,427.5925896,690.6650716,366.1105714,168.8614524,108.3041191,11.96751243,92.5994048
157,F80a,267,56,67,94,40,10,0,0,5,12,241,6,120,459,43,192,23,217,143,433,77,383,96,325,1,42,479,1792,27,157,94,Ookmeer,F80,F,725415,3.63E+12,F Nieuw-West,F80a Ookmeer,Ookmeer,267,56,67,94,40,10,0,0,12,5,241,6,3,640.7196757,150.8153073,136.8906458,184.6581551,114.6094931,53.74607435,36.63354571,40.22866042,4.096075269,5.929037796
158,F83a,6012,1454,1166,1358,1240,794,453,53,1087,880,807,944,1450,1763,769,877,389,484,1353,1601,1237,1471,1168,1367,261,295,5977,7079,349,158,389,De Punt,F83,F,481639,3.63E+12,F Nieuw-West,F83a De Punt,De Punt,6012,1454,1166,1358,1240,794,453,53,880,1087,807,944,1788,5852.381258,1435.358519,1137.957038,1319.226063,1202.978741,756.860896,342.7056706,389.7373212,29.60947968,248.8862511
159,F83b,124,0,5,42,68,9,30,8,21,2,11,10,0,185,9,38,13,77,42,195,68,146,5,169,26,42,124,733,1,159,44,Bedrijvencentrum Osdorp,F83,F,117988,3.63E+12,F Nieuw-West,F83b Bedrijvencentrum Osdorp,Bedrijvencentrum Osdorp,124,0,5,42,68,9,30,8,2,21,11,10,42,136.9505833,2.520162896,14.74156149,43.53918962,66.84810844,9.301560821,1.339063819,14.01152372,5.667088438,25.71633706
160,F84a,3946,932,538,790,1028,658,281,25,769,366,335,466,880,1162,630,940,227,294,737,1014,979,1357,514,701,152,226,3740,5174,138,160,201,Middelveldsche Akerpolder,F84,F,351960,3.63E+12,F Nieuw-West,F84a Middelveldsche Akerpolder,Middelveldsche Akerpolder,3946,932,538,790,1028,658,281,25,366,769,335,466,1704,3732.118073,868.4267434,512.9929024,730.843724,982.2227658,637.6319371,139.463875,217.0721627,16.03996358,155.2079693
161,M33d,2380,322,238,463,1002,355,128,20,47,43,188,474,321,332,352,375,19,19,463,468,1003,1029,237,241,78,78,2376,2445,26,161,26,KNSM-eiland,M33,M,1034797,3.63E+12,M Oost,M33d KNSM-eiland,KNSM-eiland,2380,322,238,463,1002,355,128,20,43,47,188,474,1480,2391.119919,322.5490248,237.7380801,464.0822601,1008.433587,358.3169664,26,19,11.34417997,78
162,M33j,457,58,182,154,57,6,14,5,5,7,82,83,58,91,6,34,,13,154,206,57,178,182,206,7,14,457,715,1,162,6,Bedrijvengebied Cruquiusweg,M33,M,310356,3.63E+12,M Oost,M33j Bedrijvengebied Cruquiusweg,Bedrijvengebied Cruquiusweg,457,58,182,154,57,6,14,5,7,5,82,83,261,511.7754622,63.16863476,180.2961783,167.4892526,87.0095837,13.81181274,2.470435091,3.178360853,1.826678481,8.683245122
163,F80c,69,15,12,8,23,11,5,1,1,2,3,0,16,44,11,17,,9,8,35,25,49,13,24,5,6,73,169,,163,19,Bedrijvenpark Lutkemeer,F80,F,2359013,3.63E+12,F Nieuw-West,F80c Bedrijvenpark Lutkemeer,Bedrijvenpark Lutkemeer,69,15,12,8,23,11,5,1,2,1,3,0,57,83.42444592,18.7294507,14.00774481,11.18923352,27.68431313,11.81370375,2.155773434,1.25049386,,4.84733469
164,F81a,4960,1154,659,1040,1113,994,346,43,1458,605,664,542,1089,1397,948,1124,645,767,997,1258,1061,1312,630,794,224,272,4725,5885,304,164,374,Wildeman,F81,F,330029,3.63E+12,F Nieuw-West,F81a Wildeman,Wildeman,4960,1154,659,1040,1113,994,346,43,605,1458,664,542,1302,4780.134893,1114.064594,639.042385,1007.944468,1069.478191,949.6052544,308.2533049,645.6412665,29.08302165,227.3198293
165,F81b,3112,555,478,742,760,577,153,26,492,330,324,612,555,625,584,822,207,236,742,848,760,853,478,535,97,124,3119,3683,159,165,188,Meer en Oever,F81,F,233487,3.63E+12,F Nieuw-West,F81b Meer en Oever,Meer en Oever,3112,555,478,742,760,577,153,26,330,492,324,612,1175,2855.635059,492.0861119,423.9485904,673.1413773,698.4238099,568.0351697,138.186519,183.5831536,16.47285375,91.3741482
166,F81c,2985,682,525,731,629,418,205,24,853,326,374,382,682,818,417,550,340,399,729,904,634,852,530,625,127,157,2992,3749,149,166,202,Osdorpplein e.o.,F81,F,412371,3.63E+12,F Nieuw-West,F81c Osdorpplein e.o.,Osdorpplein e.o.,2985,682,525,731,629,418,205,24,326,853,374,382,821,3035.598824,687.2046203,531.4334163,734.8156083,651.4301585,430.7150208,154.7688654,343.3770056,17.3329752,127.4752608
167,F81d,1242,232,149,225,391,245,89,12,174,194,108,188,219,522,219,511,69,120,210,587,363,681,149,549,46,120,1160,2850,84,167,146,Calandlaan/Lelylaan,F81,F,275455,3.63E+12,F Nieuw-West,F81d Calandlaan/Lelylaan,Calandlaan/Lelylaan,1242,232,149,225,391,245,89,12,194,174,108,188,477,1432.951295,283.6084785,253.106308,251.4946675,391.8831788,252.8586619,87.39300453,74.99221685,10.86769875,54.64604738
168,F81e,3999,740,764,704,900,891,267,54,365,267,385,682,748,851,911,957,162,174,716,850,916,1007,758,826,164,189,4049,4491,127,168,146,Osdorp Zuidoost,F81,F,519320,3.63E+12,F Nieuw-West,F81e Osdorp Zuidoost,Osdorp Zuidoost,3999,740,764,704,900,891,267,54,267,365,385,682,1979,3722.353956,675.3738855,655.2168001,670.6812307,870.0838643,850.9981749,121.198011,151.8251106,22.46866756,154.7024909
169,F82a,2861,772,410,544,600,535,197,37,1060,519,295,182,768,1023,543,615,418,513,544,796,596,805,400,570,152,192,2851,3809,240,169,284,Osdorp Midden Noord,F82,F,215529,3.63E+12,F Nieuw-West,F82a Osdorp Midden Noord,Osdorp Midden Noord,2861,772,410,544,600,535,197,37,519,1060,295,182,571,2698.076423,717.7948428,372.5329474,511.0493472,556.4559329,540.2433531,214.9770008,390.928549,26.45796757,144.706255
170,F82b,3478,1055,451,950,634,388,213,36,1075,525,473,447,1036,1284,382,527,434,544,923,1222,640,901,428,676,123,186,3409,4610,224,170,300,Osdorp Midden Zuid,F82,F,258396,3.63E+12,F Nieuw-West,F82b Osdorp Midden Zuid,Osdorp Midden Zuid,3478,1055,451,950,634,388,213,36,525,1075,473,447,709,3546.727165,1070.863354,468.6321674,962.0759941,671.6610933,373.4945561,238.0204973,448.9744281,28.40492931,126.6651208
171,F82c,3195,812,633,709,615,426,239,35,856,603,427,414,853,1064,448,735,392,499,764,988,624,910,659,831,141,218,3348,4528,284,171,368,Zuidwestkwadrant Osdorp Noord,F82,F,240697,3.63E+12,F Nieuw-West,F82c Zuidwestkwadrant Osdorp Noord,Zuidwestkwadrant Osdorp Noord,3195,812,633,709,615,426,239,35,603,856,427,414,621,3368.741228,844.4279239,636.5836963,764.5154972,646.7616835,476.4524269,290.7714528,398.1154012,22.75316122,148.5640611
172,M55b,2422,298,1204,657,203,60,135,42,112,32,455,560,321,425,67,188,67,113,678,830,226,400,1210,1349,84,110,2502,3192,21,172,47,De Eenhoorn,M55,M,180218,3.63E+12,M Oost,M55b De Eenhoorn,De Eenhoorn,2422,298,1204,657,203,60,135,42,32,112,455,560,1086,2470.944268,313.0511539,1195.53654,660.1795992,223.9246531,78.25232141,22.29078655,61.57676458,27.18597334,85.36654641
173,F84c,5994,1618,764,985,2045,582,612,35,830,687,581,708,1583,1827,599,720,323,360,951,1153,1987,2313,747,890,291,342,5867,6903,325,173,362,De Aker Oost,F84,F,718532,3.63E+12,F Nieuw-West,F84c De Aker Oost,De Aker Oost,5994,1618,764,985,2045,582,612,35,687,830,581,708,2541,5965.723922,1611.650919,758.6732088,979.3593259,2014.126918,601.913551,324.653282,324.8809814,16.35871856,299.0657032
174,F85a,2478,495,258,394,798,533,197,12,150,168,183,421,483,579,505,551,64,120,382,460,774,871,239,322,132,144,2383,2783,90,174,113,Oostoever Sloterplas,F85,F,647634,3.63E+12,F Nieuw-West,F85a Oostoever Sloterplas,Oostoever Sloterplas,2478,495,258,394,798,533,197,12,168,150,183,421,1347,2390.321444,480.9009809,243.6521917,382.1066923,770.3955615,513.2660172,90.1923393,63.47583792,6.036344748,131.056065
175,F85b,2234,531,299,466,523,415,70,4,283,173,196,452,522,628,424,471,126,165,463,538,532,616,289,348,45,60,2230,2601,100,175,133,Emanuel van Meterenbuurt,F85,F,584752,3.63E+12,F Nieuw-West,F85b Emanuel van Meterenbuurt,Emanuel van Meterenbuurt,2234,531,299,466,523,415,70,4,173,283,196,452,1056,2305.378706,553.4800599,306.7937554,482.2464275,540.3454991,422.5129642,104.2056388,131.424503,4.386731801,45.31703631
176,F85c,3351,945,562,847,702,295,198,30,1033,556,448,421,954,1098,286,384,451,493,850,992,693,925,572,652,113,166,3355,4051,252,176,300,Jacob Geelbuurt,F85,F,321333,3.63E+12,F Nieuw-West,F85c Jacob Geelbuurt,Jacob Geelbuurt,3351,945,562,847,702,295,198,30,556,1033,448,421,665,3300.781206,927.1901643,555.9056369,833.9731984,693.0572465,290.6549598,247.8639304,446.1592195,16.564891,115.2984344
177,F86a,6011,1619,1195,1486,1246,465,254,39,2378,907,595,598,1587,1716,436,542,1030,1076,1448,1834,1219,1355,1159,1854,146,173,5849,7301,451,177,478,Overtoomse Veld Noord,F86,F,344675,3.63E+12,F Nieuw-West,F86a Overtoomse Veld Noord,Overtoomse Veld Noord,6011,1619,1195,1486,1246,465,254,39,907,2378,595,598,1240,6074.528706,1583.331482,1323.343787,1503.710194,1213.430973,450.7122696,451.2166016,1014.106133,27.73570506,150.1182379
178,F86b,4295,843,1412,1097,633,310,262,59,998,273,514,647,883,997,350,369,457,494,1106,1208,641,735,1415,1503,154,170,4395,4812,151,178,180,Overtoomse Veld Zuid,F86,F,306482,3.63E+12,F Nieuw-West,F86b Overtoomse Veld Zuid,Overtoomse Veld Zuid,4295,843,1412,1097,633,310,262,59,273,998,514,647,1542,4093.440643,844.5445685,1244.533784,1048.740526,626.6075839,329.0141815,144.6028124,433.157079,19.62432155,147.2949317
179,F86c,960,176,354,272,79,79,14,7,17,4,88,340,203,405,91,192,9,59,352,837,115,355,434,673,5,42,1195,2462,4,179,14,Rembrandtpark Noord,F86,F,304314,3.63E+12,F Nieuw-West,F86c Rembrandtpark Noord,Rembrandtpark Noord,960,176,354,272,79,79,14,7,4,17,88,340,490,1237.69008,212.7163799,420.3577841,372.7538848,129.4516338,102.4103977,4.487393011,14.54151487,4.871590616,9.653236092
180,F86d,842,79,229,347,102,85,18,8,6,10,105,239,79,360,85,181,6,162,347,562,102,332,229,432,4,44,842,1867,7,180,53,Rembrandtpark Zuid,F86,F,316634,3.63E+12,F Nieuw-West,F86d Rembrandtpark Zuid,Rembrandtpark Zuid,842,79,229,347,102,85,18,8,10,6,105,239,456,1032.007598,140.0430491,265.4429091,376.656481,147.8837577,101.9814013,18.94320516,41.16292735,5.95576488,14.05185425
181,F86e,697,215,103,128,179,72,35,5,258,176,90,35,181,355,54,83,91,123,132,280,181,241,106,724,27,39,654,1683,65,181,108,Johan Jongkindbuurt,F86,F,86893,3.63E+12,F Nieuw-West,F86e Johan Jongkindbuurt,Johan Jongkindbuurt,697,215,103,128,179,72,35,5,176,258,90,35,98,622.8400571,178.1658475,99.89226787,125.1905712,163.3075855,56.28378506,64.82307494,88.31878427,5.153624564,24.01201525
182,F86f,1118,195,736,172,15,0,18,7,26,20,338,459,220,515,7,60,19,183,191,501,32,242,735,940,10,47,1185,2258,23,182,83,Lucas/Andreasziekenhuis e.o.,F86,F,184946,3.63E+12,F Nieuw-West,F86f Lucas/Andreasziekenhuis e.o.,Lucas/Andreasziekenhuis e.o.,1118,195,736,172,15,0,18,7,20,26,338,459,250,1205.168994,224.6621526,695.4471466,211.4746732,61.49776689,12.08725456,28.37987364,48.09529432,3.541010934,14.28335898
183,F87a,2646,278,812,980,402,174,40,27,53,71,552,899,278,320,174,180,21,21,980,1035,402,460,812,825,22,25,2646,2820,48,183,48,Koningin Wilhelminaplein,F87,F,263626,3.63E+12,F Nieuw-West,F87a Koningin Wilhelminaplein,Koningin Wilhelminaplein,2646,278,812,980,402,174,40,27,71,53,552,899,1004,2669.291665,290.1586064,806.9910069,991.5642382,411.615574,168.9622399,47.93040989,21,21.01239351,22.33978362
184,F87b,1272,348,142,367,289,126,50,10,182,82,118,291,348,348,126,126,75,75,367,367,289,289,142,142,40,40,1272,1272,45,184,45,Andreasterrein,F87,F,177434,3.63E+12,F Nieuw-West,F87b Andreasterrein,Andreasterrein,1272,348,142,367,289,126,50,10,82,182,118,291,539,1115.240318,307.5789282,111.3851993,333.5102292,255.8134111,106.9525501,35.87148043,58.19361692,7.234703501,32.53704878
185,F87c,1557,287,396,377,364,133,118,29,255,121,219,256,287,443,133,219,110,113,377,775,364,550,396,644,86,97,1557,2631,62,185,73,Delflandpleinbuurt Oost,F87,F,181591,3.63E+12,F Nieuw-West,F87c Delflandpleinbuurt Oost,Delflandpleinbuurt Oost,1557,287,396,377,364,133,118,29,121,255,219,256,559,1595.394184,292.7593006,403.9441828,396.9677373,367.2148866,134.5080771,60.17322522,105.4367049,20.77929608,82.66171613
186,F89d,834,92,514,117,52,59,47,17,82,19,148,161,113,121,62,111,46,47,124,138,75,109,525,530,32,33,899,1009,12,186,12,Medisch Centrum Slotervaart,F89,F,302042,3.63002E+12,F Nieuw-West,F89d Medisch Centrum Slotervaart,Medisch Centrum Slotervaart,834,92,514,117,52,59,47,17,19,82,148,161,360,867.8620812,103.9751527,519.020704,115.3201195,66.33309433,63.2130106,9.891625262,40.03993472,6.961733957,28.4435022
